Commit SHA,Java File,Old function signature,New function signature
0d9c8545f2efe476214096801c72544653a384d3,MPChartLib/src/main/java/com/github/mikephil/charting/highlight/ChartHighlighter.java,getHighlightsAtXPos ( float  xVal ),"getHighlightsAtXPos ( float  xVal, float  x, float  y )"
0d9c8545f2efe476214096801c72544653a384d3,MPChartLib/src/main/java/com/github/mikephil/charting/highlight/CombinedHighlighter.java,getHighlightsAtXPos ( float  xVal ),"getHighlightsAtXPos ( float  xVal, float  x, float  y )"
4b00e83479c1ed28b5a80b514a58331c9c07cc67,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
4b00e83479c1ed28b5a80b514a58331c9c07cc67,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
4b00e83479c1ed28b5a80b514a58331c9c07cc67,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
4b00e83479c1ed28b5a80b514a58331c9c07cc67,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
4b00e83479c1ed28b5a80b514a58331c9c07cc67,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
4b00e83479c1ed28b5a80b514a58331c9c07cc67,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
4b00e83479c1ed28b5a80b514a58331c9c07cc67,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
4b00e83479c1ed28b5a80b514a58331c9c07cc67,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
f283de16983595235c4efc213f88f927adb7f383,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
f283de16983595235c4efc213f88f927adb7f383,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
f283de16983595235c4efc213f88f927adb7f383,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
f283de16983595235c4efc213f88f927adb7f383,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
f283de16983595235c4efc213f88f927adb7f383,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
f283de16983595235c4efc213f88f927adb7f383,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
f283de16983595235c4efc213f88f927adb7f383,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
f283de16983595235c4efc213f88f927adb7f383,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
c28b41b05ed9d22aaac4816eccd46602cf3803dd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
c28b41b05ed9d22aaac4816eccd46602cf3803dd,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
